#
# 3-day summary product time series for oregonYP
#
# Site: oregonYP
# Veg Type: EN
# ROI ID Number: 2000
# Lat: 44.32384
# Lon: -121.605993
# Elev: 977
# UTC Offset: -8
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2018-07-18
# Creation Time: 15:16:20
# Update Date: 2019-09-10
# Update Time: 07:56:39
# Final Processing Date:: 2019-09-10
# Final Processing Time:: 15:20:58
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90,smooth_gcc_mean,smooth_gcc_50,smooth_gcc_75,smooth_gcc_90,smooth_rcc_mean,smooth_rcc_50,smooth_rcc_75,smooth_rcc_90,smooth_ci_gcc_mean,smooth_ci_gcc_50,smooth_ci_gcc_75,smooth_ci_gcc_90,smooth_ci_rcc_mean,smooth_ci_rcc_50,smooth_ci_rcc_75,smooth_ci_rcc_90,int_flag
2014-12-18,2014,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49224,11.42943,12.88966,13.51485,0.42945,0.43581,0.45096,0.45941,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-19,2014,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49224,11.42943,12.88966,13.51485,0.42945,0.43581,0.45096,0.45941,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-20,2014,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01377,11.93016,13.46925,14.08824,0.42993,0.43616,0.45116,0.45965,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-21,2014,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52854,12.42396,14.04203,14.65417,0.43041,0.4365,0.45137,0.45989,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-22,2014,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03683,12.91121,14.60813,15.21292,0.43089,0.43685,0.45158,0.46013,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-23,2014,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5389,13.39228,15.16771,15.76478,0.43137,0.4372,0.4518,0.46038,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-24,2014,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.03503,13.86753,15.72088,16.31004,0.43185,0.43755,0.45201,0.46062,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-25,2014,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52549,14.33736,16.2678,16.84898,0.43232,0.43789,0.45221,0.46086,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-26,2014,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.01054,14.80212,16.80861,17.38188,0.43279,0.43823,0.45242,0.4611,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2014-12-27,2014,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49048,15.2622,17.34344,17.90903,0.43325,0.43856,0.45262,0.46133,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
