#
# 3-day summary product time series for oregonYP
#
# Site: oregonYP
# Veg Type: EN
# ROI ID Number: 1000
# Lat: 44.32384
# Lon: -121.605993
# Elev: 977
# UTC Offset: -8
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2018-07-17
# Creation Time: 20:33:15
# Update Date: 2019-09-10
# Update Time: 07:56:17
# Final Processing Date:: 2019-09-10
# Final Processing Time:: 15:14:30
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90,smooth_gcc_mean,smooth_gcc_50,smooth_gcc_75,smooth_gcc_90,smooth_rcc_mean,smooth_rcc_50,smooth_rcc_75,smooth_rcc_90,smooth_ci_gcc_mean,smooth_ci_gcc_50,smooth_ci_gcc_75,smooth_ci_gcc_90,smooth_ci_rcc_mean,smooth_ci_rcc_50,smooth_ci_rcc_75,smooth_ci_rcc_90,int_flag
2011-08-15,2011,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,40.42781,42.49054,44.35074,47.75307,0.40501,0.40382,0.42153,0.4287,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-16,2011,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,40.11892,42.08701,43.99865,47.35498,0.40638,0.40524,0.42239,0.42953,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-17,2011,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39.81088,41.68613,43.64786,46.95893,0.40773,0.40665,0.42323,0.43035,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-18,2011,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39.50378,41.28794,43.29855,46.56505,0.40906,0.40804,0.42407,0.43116,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-19,2011,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,39.19769,40.89247,42.95091,46.17351,0.41037,0.40941,0.4249,0.43196,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-20,2011,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38.89269,40.49975,42.60512,45.78446,0.41167,0.41075,0.42571,0.43275,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-21,2011,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38.58887,40.10981,42.26137,45.39806,0.41294,0.41208,0.42652,0.43353,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-22,2011,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38.2863,39.72267,41.91985,45.01445,0.4142,0.41339,0.42732,0.43431,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-23,2011,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37.98506,39.33837,41.58075,44.6338,0.41543,0.41468,0.42811,0.43507,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-24,2011,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37.68524,38.95693,41.24424,44.25626,0.41665,0.41594,0.42889,0.43583,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-25,2011,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37.38691,38.5784,40.91053,43.88198,0.41784,0.41719,0.42965,0.43658,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-26,2011,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,37.09015,38.20278,40.5798,43.51112,0.41901,0.41842,0.43041,0.43731,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-27,2011,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,36.79505,37.83012,40.25222,43.14383,0.42016,0.41962,0.43116,0.43804,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-28,2011,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,36.50168,37.46045,39.928,42.78026,0.42128,0.42081,0.43189,0.43875,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-29,2011,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,36.21012,37.09378,39.60732,42.42057,0.42238,0.42198,0.43261,0.43945,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-30,2011,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35.92046,36.73016,39.29037,42.06492,0.42346,0.42312,0.43333,0.44015,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-08-31,2011,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35.63277,36.36962,38.97733,41.71345,0.42452,0.42425,0.43402,0.44083,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-01,2011,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35.34714,36.01217,38.66838,41.36633,0.42555,0.42535,0.43471,0.4415,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-02,2011,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,35.06364,35.65786,38.36373,41.0237,0.42655,0.42643,0.43539,0.44216,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-03,2011,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,34.78236,35.3067,38.06355,40.68573,0.42753,0.42749,0.43605,0.44281,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-04,2011,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,34.50337,34.95874,37.76803,40.35256,0.42848,0.42853,0.4367,0.44344,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-05,2011,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,34.22675,34.61399,37.47736,40.02435,0.42941,0.42955,0.43733,0.44406,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-06,2011,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,33.95054,34.27116,37.18835,39.69839,0.43032,0.43055,0.43796,0.44468,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-07,2011,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,33.67292,33.9291,36.89794,39.3721,0.4312,0.43153,0.43858,0.44528,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-08,2011,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,33.3942,33.58807,36.60657,39.04586,0.43208,0.43249,0.43919,0.44589,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-09,2011,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,33.1147,33.24833,36.31466,38.72005,0.43293,0.43343,0.43979,0.44648,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-10,2011,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32.83475,32.91014,36.02263,38.39503,0.43376,0.43434,0.44039,0.44707,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-11,2011,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32.55466,32.57377,35.7309,38.07119,0.43458,0.43524,0.44098,0.44764,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-12,2011,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32.27474,32.23948,35.4399,37.74889,0.43538,0.43612,0.44155,0.44821,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-13,2011,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31.99532,31.90753,35.15006,37.42851,0.43615,0.43697,0.44212,0.44878,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-14,2011,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31.71671,31.57818,34.86178,37.11043,0.43691,0.4378,0.44268,0.44933,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-15,2011,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31.43923,31.2517,34.57551,36.79501,0.43764,0.43861,0.44323,0.44987,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-16,2011,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31.16319,30.92834,34.29166,36.48264,0.43835,0.4394,0.44376,0.4504,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-17,2011,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30.88893,30.60837,34.01065,36.17368,0.43905,0.44017,0.44429,0.45093,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-18,2011,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30.61674,30.29206,33.73291,35.86851,0.43971,0.44091,0.4448,0.45144,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-19,2011,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30.34696,29.97965,33.45886,35.5675,0.44036,0.44163,0.4453,0.45194,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-20,2011,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30.07989,29.67143,33.18893,35.27103,0.44098,0.44233,0.44579,0.45242,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-21,2011,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.81586,29.36764,32.92353,34.97947,0.44157,0.44301,0.44627,0.4529,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-22,2011,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.55518,29.06855,32.6631,34.6932,0.44214,0.44367,0.44673,0.45336,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-23,2011,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.29818,28.77442,32.40805,34.41258,0.44269,0.4443,0.44718,0.45381,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-24,2011,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29.04516,28.48552,32.15881,34.138,0.44321,0.44491,0.44761,0.45425,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-25,2011,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28.79645,28.2021,31.9158,33.86982,0.4437,0.44549,0.44803,0.45467,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-26,2011,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28.55237,27.92443,31.67944,33.60843,0.44417,0.44605,0.44844,0.45508,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-27,2011,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28.30534,27.64597,31.43838,33.34327,0.44463,0.4466,0.44884,0.45549,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-28,2011,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28.04896,27.36136,31.18294,33.06548,0.4451,0.44714,0.44925,0.4559,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-29,2011,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27.7853,27.07262,30.91605,32.77791,0.44558,0.44766,0.44966,0.45632,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-09-30,2011,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27.51642,26.7818,30.64065,32.48344,0.44605,0.44817,0.45008,0.45674,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-01,2011,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27.24438,26.49093,30.35969,32.18494,0.44652,0.44867,0.45049,0.45716,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-02,2011,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26.97125,26.20205,30.0761,31.88526,0.44698,0.44914,0.4509,0.45758,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-03,2011,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26.69908,25.91718,29.79283,31.58728,0.44742,0.44958,0.4513,0.458,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-04,2011,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26.42995,25.63837,29.51282,31.29386,0.44784,0.45,0.4517,0.4584,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-05,2011,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26.16591,25.36765,29.239,31.00787,0.44822,0.45039,0.45207,0.4588,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-06,2011,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25.90903,25.10706,28.97431,30.73218,0.44857,0.45074,0.45244,0.45918,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-07,2011,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25.66137,24.85863,28.7217,30.46966,0.44888,0.45105,0.45278,0.45955,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-08,2011,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25.42499,24.62439,28.48411,30.22316,0.44914,0.45131,0.4531,0.45989,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-09,2011,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25.20197,24.40639,28.26447,29.99556,0.44934,0.45154,0.4534,0.46022,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-10,2011,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,24.99435,24.20665,28.06573,29.78972,0.44949,0.45171,0.45367,0.46052,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2011-10-11,2011,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,24.8042,24.02721,27.89082,29.60852,0.44957,0.45183,0.4539,0.4608,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
